day,price
2025-06-04,3144.27
2025-06-04,3144.27
2025-06-04,3144.27
2025-06-05,3136.97
2025-06-06,3144.62
2025-06-07,3144.62
2025-06-08,3144.62
2025-06-09,3147.3
2025-06-10,3144.95
2025-06-11,3130.51
2025-06-12,3138.78
2025-06-13,3143.33
2025-06-14,3143.33
2025-06-15,3143.33
2025-06-16,3147.36
2025-06-17,3141.46
2025-06-18,3141.51
2025-06-19,3141.51
2025-06-20,3146.08
2025-06-21,3146.08
2025-06-22,3146.08
2025-06-23,3147.27
2025-06-24,3149.88
2025-06-25,3146.83
2025-06-26,3153.68
2025-06-27,3154.32
2025-06-28,3154.32
2025-06-29,3154.32
2025-06-30,3162.52
2025-07-01,3167.89
2025-07-02,3170.42
2025-07-03,3172.96
2025-07-04,3174.47
2025-07-05,3174.47
2025-07-06,3174.47
2025-07-07,3168.51
2025-07-08,3162.56
2025-07-09,3152.44
2025-07-10,3139.56
2025-07-11,3139.86
2025-07-12,3139.86
2025-07-13,3139.86
2025-07-14,3146.62
2025-07-15,3143.73
2025-07-16,3139.47
2025-07-17,3140.77
2025-07-18,3138.61
2025-07-19,3138.61
2025-07-20,3138.61
2025-07-21,3133.0
2025-07-22,3143.98
2025-07-23,3139.75
2025-07-24,3139.67
2025-07-25,3144.44
2025-07-26,3144.44
2025-07-27,3144.44
2025-07-28,3143.13
2025-07-29,3151.35
2025-07-30,3148.52
2025-07-31,3140.2
2025-08-01,3147.75
2025-08-02,3147.75
2025-08-03,3147.75
2025-08-04,3154.58
2025-08-05,3158.65
2025-08-06,3159.97
2025-08-07,3164.04
2025-08-08,3175.77
2025-08-09,3175.77
2025-08-10,3175.77
